"차종","엔진","트림","외장칼라","내장칼라","생산번호","출고센터","생산일","옵션","판매가격(만원)","기본조건","생산월조건","판촉차조건","페스타조건","슈퍼세이브조건","조건 계"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113085","칠곡출고","2025-04-09 00:00:00","프리미엄초이스","3897","","","","","100","100"
"그랜저","가솔린","캘리그래피","어비스블랙펄","블랙모노톤(캘리그래피)","GNF 112943","칠곡출고","2025-04-09 00:00:00","빌트인캠2증강현실내비","4766","","","","","150","150"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","블랙/브라운 투톤","GNF 113019","담양출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘,헤드업디스플레이","4585","","","","","100","100"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113084","칠곡출고","2025-04-09 00:00:00","프리미엄초이스","3897","","","","","100","100"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113082","칠곡출고","2025-04-09 00:00:00","프리미엄초이스","3897","","","","","100","100"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113081","신갈출고","2025-04-09 00:00:00","프리미엄초이스","3897","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","블랙/브라운 투톤","GNF 113018","담양출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘,헤드업디스플레이","4585","","","","","100","100"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113080","신갈출고","2025-04-09 00:00:00","프리미엄초이스","3897","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 112997","옥천출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘","4486","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 112946","아산출고","2025-04-09 00:00:00","현대스마트센스2,플래티넘","4476","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113243","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 113289","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113242","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 113173","영남출고","2025-04-10 00:00:00","플래티넘","4397","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 113177","칠곡출고","2025-04-10 00:00:00","플래티넘","4397","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 113180","영남출고","2025-04-10 00:00:00","플래티넘","4397","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 113183","칠곡출고","2025-04-10 00:00:00","플래티넘","4397","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 113184","칠곡출고","2025-04-10 00:00:00","플래티넘","4397","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113225","영남출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 113287","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113224","원주출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113264","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113241","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113239","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113237","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113236","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113235","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113233","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113232","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113229","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113228","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","프리미엄","어비스블랙펄","블랙원톤","GNF 113132","칠곡출고","2025-04-10 00:00:00","현대스마트센스1,프리미엄초이스","3981","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113266","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113220","남양출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113217","칠곡출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113248","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113227","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 113214","담양출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113273","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113270","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113271","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113268","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113250","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113267","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113265","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113094","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113251","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113253","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113252","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113255","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113257","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113256","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","인디고/브라운투톤","GNF 112252","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113260","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113258","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113262","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","프리미엄","어비스블랙펄","인디고/브라운투톤","GNF 113212","함안출고","2025-04-10 00:00:00","파킹어시스트,프리미엄초이스,현대스마트센스1,플래티넘","4253","","","","","100","100"
"그랜저","가솔린","프리미엄","녹턴 그레이 메탈릭","인디고/브라운투톤","GNF 113245","칠곡출고","2025-04-10 00:00:00","파킹어시스트,프리미엄초이스,현대스마트센스1","4124","","","","","100","100"
"그랜저","가솔린","익스클루시브","어비스블랙펄","블랙/브라운 투톤","GNF 113198","아산출고","2025-04-10 00:00:00","플래티넘","4387","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 113169","영남출고","2025-04-10 00:00:00","플래티넘","4397","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 113170","영남출고","2025-04-10 00:00:00","플래티넘","4397","","","","","100","100"
"그랜저","가솔린","익스클루시브","세레니티 화이트 펄","인디고/브라운투톤","GNF 113172","칠곡출고","2025-04-10 00:00:00","플래티넘","4397","","","","","100","100"
"그랜저","가솔린","익스클루시브","녹턴 그레이 메탈릭","블랙/브라운 투톤","GNF 113282","아산출고","2025-04-10 00:00:00","무옵션","4258","","","","","100","100"
"그랜저","가솔린","프리미엄","세레니티 화이트 펄","인디고/브라운투톤","GNF 113158","함안출고","2025-04-10 00:00:00","프리미엄초이스","3907","","","","","100","100"
